Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,Growth Habit
CYRER2,CYRED2,Cyperus retrorsus Chapm. var. deeringianus (Britton ex Small) Fernald ex Grisc.,,Graminoid
CYRER2,CYNA3,Cyperus nashii Britton,,Graminoid
CYRER2,CYREN,Cyperus retrorsus Chapm. var. nashii (Britton) Fernald & Grisc.,,Graminoid
CYRER2,CYTO,Cyperus torreyi Britton,,Graminoid
CYRER2,MACY5,Mariscus cylindricus Elliott,,Graminoid
CYRER,,Cyperus retrorsus Chapm. var. robustus (Boeckeler) Kük.,pine barren flatsedge,Graminoid
CYRER,CYGLR,Cyperus globulosus Aubl. var. robustus (Boeckeler) Shinners,,Graminoid
CYRO2,MARO7,Mariscus rockii (Kük.) T. Koyama,,Graminoid
CYRO2,,Cyperus rockii Kük.,Kauai flatsedge,Graminoid
CYRO,,Cyperus rotundus L.,nutgrass,Graminoid
CYSA,,Cyperus sandwicensis Kük.,cliffs flatsedge,Graminoid
CYSA,CYSAP,Cyperus sandwicensis Kük. var. pseudoprescottianus,,Graminoid
CYSA,MASA6,Mariscus sandwicensis (Kük.) T. Koyama,,Graminoid
CYSA10,,Cyperus sanguinolentus Vahl,purpleglume flatsedge,Graminoid
CYSA10,PYSA,"Pycreus sanguindentus (Vahl) Nees, database artifact",,Graminoid
CYSA10,CYLO8,Cyperus louisianensis Thieret,,Graminoid
CYSA10,CYSA3,"Cyperus sanguindentus Vahl, database artifact",,Graminoid
CYSA10,PYSA5,Pycreus sanguinolentus (Vahl) Nees,,Graminoid
CYSC3,,Cyperus schweinitzii Torr.,Schweinitz's flatsedge,Graminoid
CYSC3,MASC7,Mariscus schweinitzii (Torr.) T. Koyama,,Graminoid
CYSC3,CYME2,Cyperus ×mesochoreus Geise,,Graminoid
CYSC3,CYSCU,Cyperus schweinitzii Torr. var. uberior Kük.,,Graminoid
CYSE5,,Cyperus serotinus Rottb.,tidalmarsh flatsedge,Graminoid
CYSE5,JUSE5,Juncellus serotinus (Rottb.) Clarke,,Graminoid
CYSE2,,Cyperus seslerioides Kunth,Texas flatsedge,Graminoid
CYSE3,,Cyperus setigerus Torr. & Hook.,lean flatsedge,Graminoid
CYSE3,CYPR12,Cyperus praelongatus Steud.,,Graminoid
CYSE3,CYHA10,Cyperus hallii Britton,,Graminoid
CYSP2,,Cyperus spectabilis Link,spectacular flatsedge,Graminoid
CYSP2,CYBU6,Cyperus buckleyi Britton,,Graminoid
CYSP3,,Cyperus sphacelatus Rottb.,roadside flatsedge,Graminoid
CYSP7,,Cyperus sphaerolepis Boeckeler,Rusby's flatsedge,Graminoid
CYSP7,CYFED,Cyperus fendlerianus Boeckeler var. debilis (Britton) Kük.,,Graminoid
CYSP7,CYRU,Cyperus rusbyi Britton,,Graminoid
CYSQ,CYAR3,Cyperus aristatus Rottb.,,Graminoid
CYSQ,,Cyperus squarrosus L.,bearded flatsedge,Graminoid
CYSQ,CYARR,Cyperus aristatus Rottb. var. runyonii O'Neill,,Graminoid
CYSQ,CYIN9,Cyperus inflexus Muhl.,,Graminoid
CYSQ,CYSQR,Cyperus squarrosus L. var. runyonii (O'Neill) S.D. Jones & Wipff,,Graminoid
CYST,CYHA9,Cyperus hansenii Britton,,Graminoid
CYST,CYST2,Cyperus stenolepis Torr.,,Graminoid
CYST,,Cyperus strigosus L.,strawcolored flatsedge,Graminoid
CYST,CYSTC,Cyperus strigosus L. var. capitatus Boeckeler,,Graminoid
CYST,CYSTR,Cyperus strigosus L. var. robustior Britton,,Graminoid
CYST,CYSTM,Cyperus strigosus L. var. multiflorus Geise,,Graminoid
CYST,CYSTS,Cyperus strigosus L. var. stenolepis (Torr.) Kük.,,Graminoid
CYSU12,,Cyperus subcaracasanus Kük.,,Graminoid
CYSU13,PYSU9,Pycreus sulcinux (C.B. Clarke) C.B. Clarke,,Graminoid
CYSU13,,Cyperus sulcinux C.B. Clarke,groovenut flatsedge,Graminoid
CYSU,,Cyperus surinamensis Rottb.,tropical flatsedge,Graminoid
CYSW,,Cyperus swartzii (A. Dietr.) Boeckeler ex Kük.,Swartz's flatsedge,Graminoid
CYSW,MAGR11,Mariscus gracilis Vahl,,Graminoid
CYTE12,,Cyperus tenerrimus Liebm.,flatsedge,Graminoid
CYTE16,,Cyperus tenuiculmis Boeckeler,roadside flatsedge,Graminoid
CYTE4,,Cyperus tenuis Sw.,crevice flatsedge,Graminoid
CYTE5,,Cyperus tetragonus Elliott,fourangle flatsedge,Graminoid
CYTH,,Cyperus thyrsiflorus Jungh.,southern flatsedge,Graminoid
CYTH,CYDI9,Cyperus dissitiflorus Nees ex Torr.,,Graminoid
CYTR2,,Cyperus trachysanthos Hook. & Arn.,sticky flatsedge,Graminoid
CYTR3,,Cyperus trinervis R. Br.,Australian flatsedge,Graminoid
CYUN3,,Cyperus unioloides R. Br.,uniola flatsedge,Graminoid
CYUN3,PYUN3,Pycreus unioloides (R. Br.) C.B. Clarke,,Graminoid
CYUR,,Cyperus urbanii Boeckeler,Urban's flatsedge,Graminoid
CYUR,MAUR2,Mariscus urbanii (Boeckeler) C.B. Clarke,,Graminoid
CYVI2,CYRO10,Cyperus robustus Kunth,,Graminoid
CYVI2,,Cyperus virens Michx.,green flatsedge,Graminoid
CYVI2,CYVID,Cyperus virens Michx. var. drummondii (Torr. & Hook.) Kük.,,Graminoid
CYOX3,,Cyrtococcum oxyphyllum Stapf,,Graminoid
CYPA22,,Cyrtococcum patens (L.) A. Camus,,Graminoid
DAGL,,Dactylis glomerata L.,orchardgrass,Graminoid
DAGLA,DAAS,Dactylis aschersoniana Graebn.,,Graminoid
DAGLA,,Dactylis glomerata L. ssp. aschersoniana (Graebn.) Thell.,Ascherson's orchardgrass,Graminoid
DAGLG,DAGLD,Dactylis glomerata L. var. detonsa Fr.,,Graminoid
DAGLG,DAGLC,Dactylis glomerata L. var. ciliata Peterm.,,Graminoid
DAGLG,DAGLV,Dactylis glomerata L. var. vivipara Parl.,,Graminoid
DAGLG,,Dactylis glomerata L. ssp. glomerata,orchardgrass,Graminoid
DAGLH2,,Dactylis glomerata L. ssp. himalayensis Domin,,Graminoid
DAGLH3,,Dactylis glomerata L. ssp. hispanica (Roth) Nyman,,Graminoid
DAGLL3,DAGLP3,Dactylis glomerata L. ssp. polygama (Horv.) Domin,,Graminoid
DAGLL3,,Dactylis glomerata L. ssp. lobata (Drejer) H. Lindb.,,Graminoid
DAGLL3,DAPO5,Dactylis polygama Horv.,,Graminoid
DAGLL2,,Dactylis glomerata L. ssp. lusitanica Stebbins & D. Zohary,,Graminoid
DAGLS2,,Dactylis glomerata L. ssp. smithii (Link) Stebbins & D. Zohary,,Graminoid
DAGLW2,,Dactylis glomerata L. ssp. woronowii (Ovcz.) Stebbins & D. Zohary,,Graminoid
DAMA3,,Dactylis marina Borrill,,Graminoid
DAAE,CYAE3,Cynosurus aegyptius L.,,Graminoid
DAAE,,Dactyloctenium aegyptium (L.) Willd.,Egyptian grass,Graminoid
DAAU2,,Dactyloctenium australe Steud.,Durban grass,Graminoid
DAGE,,Dactyloctenium germinatum Hack.,Sudan crowfoot grass,Graminoid
DAGI,,Dactyloctenium giganteum B.S. Fisher & Schweick.,,Graminoid
DARA2,ELRA6,Eleusine radulans R. Br.,,Graminoid
DARA2,,Dactyloctenium radulans (R. Br.) P. Beauv.,buttongrass,Graminoid
DAAL5,,Danthonia alpina Vest,,Graminoid
DAAL5,DAPR3,"Danthonia provincialis DC., nom. illeg.",,Graminoid
DACA3,DACAA,Danthonia californica Bol. var. americana (Scribn.) Hitchc.,,Graminoid
DACA3,DAAM5,Danthonia americana Scribn.,,Graminoid
DACA3,DACAP3,Danthonia californica Bol. var. palousensis H. St. John,,Graminoid
DACA3,,Danthonia californica Bol.,California oatgrass,Graminoid
DACA3,DACAP4,Danthonia californica Bol. var. piperi H. St. John,,Graminoid
DACA3,DACAC7,Danthonia californica Bol. var. californica,,Graminoid
DACO,,Danthonia compressa Austin,flattened oatgrass,Graminoid
DACO,DAAL3,Danthonia allenii Austin,,Graminoid
DADE,FEDE3,Festuca decumbens L.,,Graminoid
DADE,,Danthonia decumbens (L.) DC.,common heathgrass,Graminoid
DADE,SIDE2,Sieglingia decumbens (L.) Bernh.,,Graminoid
DAEP2,,Danthonia epilis Scribn.,Carolina oatgrass,Graminoid
DAEP2,DASEE,Danthonia sericea Nutt. var. epilis (Scribn.) Blomquist,,Graminoid
DAIN,,Danthonia intermedia Vasey,timber oatgrass,Graminoid
DAIN,DACA11,Danthonia canadensis Baum & Findlay,,Graminoid
DAIN,DAINC,Danthonia intermedia Vasey var. cusickii T.A. Williams,,Graminoid
DAPA2,,Danthonia parryi Scribn.,Parry's oatgrass,Graminoid
DASE2,,Danthonia sericea Nutt.,downy danthonia,Graminoid
DASP2,DASPL,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult. var. longipila Scribn. & Merr.,,Graminoid
DASP2,DASPP,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult. var. pinetorum Piper,,Graminoid
DASP2,,Danthonia spicata (L.) P. Beauv. ex Roem. & Schult.,poverty oatgrass,Graminoid
DASP2,DATH3,Danthonia thermalis Scribn.,,Graminoid
DAUN,,Danthonia unispicata (Thurb.) Munro ex Macoun,onespike danthonia,Graminoid
DADI5,,Danthoniopsis dinteri (Pilg.) C.E. Hubb.,,Graminoid
DAPR4,,Danthoniopsis pruinosa C.E. Hubb.,,Graminoid
DAPU7,,Dasyochloa pulchella (Kunth) Willd. ex Rydb.,low woollygrass,Graminoid
DAPU7,TRPU10,Tridens pulchellus (Kunth) Hitchc.,,Graminoid
DAPU7,ERPU8,Erioneuron pulchellum (Kunth) Tateoka,,Graminoid
DAPU7,TRPU9,Triodia pulchella Kunth,,Graminoid
DAVI2,HAVI5,Haynaldia villosa (L.) Schur,,Graminoid
DAVI2,AGVI10,Agropyron villosum (L.) Link,,Graminoid
DAVI2,,Dasypyrum villosum (L.) Coss. & Durieu ex P. Candargy,mosquitograss,Graminoid
DEAS,,Dendrocalamus asper (Schult. f.) Backer ex Heyne,giant bamboo,Graminoid
DEGI2,,Dendrocalamus gigantea Munro [excluded],,Graminoid
DEST4,,Dendrocalamus strictus (Roxb.) Nees,male bamboo,Graminoid
DEAL6,DECEA5,Deschampsia cespitosa (L.) P. Beauv. ssp. alpina (L.) Tzvelev,,Graminoid
DEAL6,,Deschampsia alpina (L.) Roem. & Schult.,hairgrass,Graminoid
DEBE2,DECAB,"Deschampsia caespitosa (L.) P. Beauv. ssp. beringensis (Hultén) W.E. Lawrence, orth. var.",,Graminoid
DEBE2,DECEB,Deschampsia cespitosa (L.) P. Beauv. ssp. beringensis (Hultén) W.E. Lawrence,,Graminoid
DEBE2,,Deschampsia beringensis Hultén,Bering's tufted hairgrass,Graminoid
DEBR2,,Deschampsia brevifolia R. Br.,Bering hairgrass,Graminoid
DEBR2,DECAB2,"Deschampsia caespitosa (L.) P. Beauv. ssp. brevifolia (R. Br.) Tzvelev, orth. var.",,Graminoid
DEBR2,DECEB3,Deschampsia cespitosa (L.) P. Beauv. ssp. brevifolia (R. Br.) Tzvelev,,Graminoid
DECE,AICE,"Aira cespitosa L., orth. var.",,Graminoid
DECE,AICA6,Aira caespitosa L.,,Graminoid
DECE,DECA18,"Deschampsia caespitosa (L.) P. Beauv., orth. var.",,Graminoid
DECE,,Deschampsia cespitosa (L.) P. Beauv.,tufted hairgrass,Graminoid
DECE,DECAA2,"Deschampsia caespitosa (L.) P. Beauv. var. arctica Vasey, orth. var.",,Graminoid
DECE,DECAA4,"Deschampsia caespitosa (L.) P. Beauv. var. abbei B. Boivin, orth. var.",,Graminoid
DECE,DECAL,"Deschampsia caespitosa (L.) P. Beauv. var. longiflora Beal, orth. var.",,Graminoid
DECE,DEBO2,Deschampsia bottnica (Wahlenb.) Trin.,,Graminoid
DECE,DECAA3,"Deschampsia caespitosa (L.) P. Beauv. var. alpicola (Rydb.) Á. Löve & D. Löve & Kapoor, orth. var.",,Graminoid
DECE,DECEG,"Deschampsia cespitosa (L.) P. Beauv. var. glauca (C. Hartm.) C. Hartm., non Regel",,Graminoid
DECE,DECAL2,"Deschampsia caespitosa (L.) P. Beauv. var. littoralis (Gaudin) K. Richt., orth. var.",,Graminoid
DECE,DECAG,"Deschampsia caespitosa (L.) P. Beauv. ssp. glauca (C. Hartm.) C. Hartm., orth. var.",,Graminoid
DECE,DECAG3,"Deschampsia caespitosa (L.) P. Beauv. ssp. genuina (Rchb.) O.H. Volk, orth. var.",,Graminoid
DECE,DECEM,Deschampsia cespitosa (L.) P. Beauv. var. maritima Vasey,,Graminoid
DECE,DECAP3,"Deschampsia caespitosa (L.) P. Beauv. ssp. parviflora (Thuill.) K. Richt., orth. var.",,Graminoid
DECE,DECAG2,"Deschampsia caespitosa (L.) P. Beauv. var. glauca (C. Hartm.) C. Hartm., non Regel, orth. var.",,Graminoid
DECE,DECAI4,"Deschampsia caespitosa (L.) P. Beauv. var. intercotidalis B. Boivin, orth. var.",,Graminoid
DECE,DECEP,Deschampsia cespitosa (L.) P. Beauv. var. parviflora (Thuill.) Coss. & Germ.,,Graminoid
DECE,DECAP4,"Deschampsia caespitosa (L.) P. Beauv. var. parviflora (Thuill.) Coss. & Germ., orth. var.",,Graminoid
DECE,DECAO,"Deschampsia caespitosa (L.) P. Beauv. ssp. orientalis Hultén, orth. var.",,Graminoid
DECE,DECAM2,"Deschampsia caespitosa (L.) P. Beauv. var. maritima Vasey, orth. var.",,Graminoid
DECE,DECEP2,Deschampsia cespitosa (L.) P. Beauv. ssp. paramushirensis (Honda) Tzvelev,,Graminoid
DECE,DECEA,Deschampsia cespitosa (L.) P. Beauv. var. alpicola (Rydb.) Á. Löve & D. Löve & Kapoor,,Graminoid
DECE,DECEI,Deschampsia cespitosa (L.) P. Beauv. var. intercotidalis B. Boivin,,Graminoid
DECE,DECAM3,"Deschampsia caespitosa (L.) P. Beauv. var. mackenzieana (Raup) B. Boivin, orth. var.",,Graminoid
DECE,DECEP3,Deschampsia cespitosa (L.) P. Beauv. ssp. parviflora (Thuill.) K. Richt.,,Graminoid
DECE,DECEA4,Deschampsia cespitosa (L.) P. Beauv. var. abbei B. Boivin,,Graminoid
DECE,DECEL2,Deschampsia cespitosa (L.) P. Beauv. var. longiflora Beal,,Graminoid
DECE,DECAP5,"Deschampsia caespitosa (L.) P. Beauv. ssp. paramushirensis (Honda) Tzvelev, orth. var.",,Graminoid
DECE,DEPU3,Deschampsia pumila (Ledeb.) Ostenf.,,Graminoid
DECE,DECEG3,Deschampsia cespitosa (L.) P. Beauv. ssp. genuina (Rchb.) O.H. Volk,,Graminoid
DECE,2-Dec,Deschampsia cespitosa (L.) P. Beauv. var. mackenzieana (Raup) B. Boivin,,Graminoid
DECE,DECEA3,Deschampsia cespitosa (L.) P. Beauv. var. arctica Vasey,,Graminoid
DECE,DECEP4,Deschampsia cespitosa (L.) P. Beauv. var. pallida Gren. & Godr.,,Graminoid
DECE,DECEO2,Deschampsia cespitosa (L.) P. Beauv. ssp. obensis (Rosh.) Tzvelev,,Graminoid
DECE,DEOB6,Deschampsia obensis Rosh.,,Graminoid
DECE,DECEB5,Deschampsia cespitosa (L.) P. Beauv. ssp. bottnica (Wahlenb.) Tzvelev,,Graminoid
DECE,DESU2,Deschampsia sukatschewii (Popl.) Rosh.,,Graminoid
DECE,DEPA11,Deschampsia paramushirensis Honda,,Graminoid
DECE,DECEB6,Deschampsia cespitosa (L.) P. Beauv. var. bottnica (Wahlenb.) Vasey,,Graminoid
DECE,DECEC2,Deschampsia cespitosa (L.) P. Beauv. ssp. cespitosa,,Graminoid
DECE,DECEG2,Deschampsia cespitosa (L.) P. Beauv. ssp. glauca (C. Hartm.) C. Hartm.,,Graminoid
DECE,DECEL,Deschampsia cespitosa (L.) P. Beauv. var. littoralis (Gaudin) K. Richt.,,Graminoid
DECE,DECEO,Deschampsia cespitosa (L.) P. Beauv. ssp. orientalis Hultén,,Graminoid
DECE,DEGL9,Deschampsia glauca C. Hartm.,,Graminoid
DECE,DEMA3,Deschampsia mackenzieana Raup,,Graminoid
DEDA,,Deschampsia danthonioides (Trin.) Munro,annual hairgrass,Graminoid
DEDA,DEDAG,Deschampsia danthonioides (Trin.) Munro var. gracilis (Vasey) Munz,,Graminoid
DEDA,AIDA,Aira danthonioides Trin.,,Graminoid
DEDA,DECA10,Deschampsia calycina J. Presl,,Graminoid
DEEL,,Deschampsia elongata (Hook.) Munro,slender hairgrass,Graminoid
DEEL,AIEL3,Aira elongata Hook.,,Graminoid
DEFL,,Deschampsia flexuosa (L.) Trin.,wavy hairgrass,Graminoid
DEFLF,,Deschampsia flexuosa (L.) Trin. var. flexuosa,wavy hairgrass,Graminoid
DEFLF,AVFL2,Avenella flexuosa (L.) Drejer,,Graminoid
DEFLF,AIFL,Aira flexuosa L.,,Graminoid
DEFLF,LEFL5,Lerchenfeldia flexuosa (L.) Schur,,Graminoid
DEFLM,AVFLM,Avenella flexuosa (L.) Drejer ssp. montana (L.) Á. Löve & D. Löve,,Graminoid
DEFLM,,Deschampsia flexuosa (L.) Trin. var. montana (L.) Ducomm.,mountain wavy hairgrass,Graminoid
DEFLM,LEFLM,Lerchenfeldia flexuosa (L.) Schur ssp. montana (L.) Tzvelev,,Graminoid
DEFLM,DEFLP,Deschampsia flexuosa (L.) Trin. var. pallida Berl.,,Graminoid
DEFLM,DEFLM2,Deschampsia flexuosa (L.) Trin. ssp. montana (L.) Á. Löve & D. Löve,,Graminoid
DEHO2,DECEH,Deschampsia cespitosa (L.) P. Beauv. ssp. holciformis (J. Presl) W.E. Lawrence,,Graminoid
DEHO2,,Deschampsia holciformis J. Presl,Pacific hairgrass,Graminoid
DEHO2,DECAH2,"Deschampsia caespitosa (L.) P. Beauv. ssp. holciformis (J. Presl) W.E. Lawrence, orth. var.",,Graminoid
DEHO2,AIHO,Aira holciformis (J. Presl) Steud.,,Graminoid
DEME4,,Deschampsia media (Gouan) Roem. & Schult.,,Graminoid
DENU6,,Deschampsia nubigena Hillebr.,alpine hairgrass,Graminoid
DENU6,DEAU,Deschampsia australis auct. non Nees ex Steud.,,Graminoid
DENU6,DEAUG2,Deschampsia australis Nees ex Steud. var. gracilis Skottsb.,,Graminoid
DENU6,DEAUN,Deschampsia australis Nees ex Steud. ssp. nubigena (Hillebr.) Skottsb.,,Graminoid
DENU6,DEAUN2,Deschampsia australis Nees ex Steud. var. nubigena (Hillebr.) Skottsb.,,Graminoid
DENU6,DEAUT2,Deschampsia australis Nees ex Steud. var. tenuissima (Skottsb.) Skottsb.,,Graminoid
DENU6,DEPA8,Deschampsia pallens Hillebr.,,Graminoid
DESE3,,Deschampsia setacea (Huds.) Hack.,bog hair grass,Graminoid
DEBI5,,Desmostachya bipinnata (L.) Stapf,,Graminoid
DIAM,DIFE,Diarina festucoides Raf.,,Graminoid
DIAM,,Diarrhena americana P. Beauv.,American beakgrain,Graminoid
DIAM,KOAR2,Korycarpus arundinaceus Zea ex Lag.,,Graminoid
DIOB3,,Diarrhena obovata (Gleason) Brandenburg,obovate beakgrain,Graminoid
DIOB3,DIAMO2,Diarrhena americana P. Beauv. var. obovata Gleason,,Graminoid
DIAC,,Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark,needleleaf rosette grass,Graminoid
DIAC,DIFU6,Dichanthelium fusiforme (Hitchc.) Harville,,Graminoid
DIAC,DIAN4,Dichanthelium angustifolium (Elliott) Gould,,Graminoid
DIAC,PAAC11,Panicum aciculare Desv. ex Poir.,,Graminoid
DIAC,PAPI5,Panicum pinetorum Swallen,,Graminoid
DIAC,PAAR10,Panicum arenicoloides Ashe,,Graminoid
DIAC,PAACA4,Panicum aciculare Desv. ex Poir. var. arenicoloides (Ashe) Beetle,,Graminoid
DIAC,PAACA2,Panicum aciculare Desv. ex Poir. var. angustifolium (Elliott) Wipff & S.D. Jones,,Graminoid
DIAC,PANE8,Panicum nemopanthum Ashe,,Graminoid
DIAC,PABE9,Panicum bennettense W.V. Brown,,Graminoid
DIAC,PAOR7,Panicum orthophyllum Ashe,,Graminoid
DIAC,PAAN9,Panicum angustifolium Elliott,,Graminoid
DIAC,PANE6,Panicum neuranthum Griseb.,,Graminoid
DIAC,PAFU3,Panicum fusiforme Hitchc.,,Graminoid
DIAC,PAOV3,Panicum ovinum Scribn. & J.G. Sm.,,Graminoid
DIAC2,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark,tapered rosette grass,Graminoid
DIACA,PAAU6,Panicum auburne Ashe,,Graminoid
DIACA,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. acuminatum,tapered rosette grass,Graminoid
DIACA,PAAC5,Panicum acuminatum Sw.,,Graminoid
DIACA,DIAU5,Dichanthelium auburne (Ashe) Mohlenbr.,,Graminoid
DIACA,PABE6,Panicum benneri Fernald,,Graminoid
DIACA,PAACA5,Panicum acuminatum Sw. var. acuminatum,,Graminoid
DIACA,PACH7,Panicum chrysopsidifolium Nash,,Graminoid
DIACF,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann,western panicgrass,Graminoid
DIACF,DILA11,Dichanthelium lanuginosum (Elliott) Gould,,Graminoid
DIACF,DILAF,Dichanthelium lanuginosum (Elliott) Gould var. fasciculatum (Torr.) Spellenb.,,Graminoid
DIACF,DIACI,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. implicatum (Scribn.) Gould & C.A. Clark,,Graminoid
DIACF,PAACF,Panicum acuminatum Sw. var. fasciculatum (Torr.) Lelong,,Graminoid
DIACF,PAHUF2,Panicum huachucae Ashe var. fasciculatum (Torr.) F.T. Hubbard,,Graminoid
DIACF,DISU13,Dichanthelium subvillosum (Ashe) Mohlenbr.,,Graminoid
DIACF,PABR7,Panicum brodiei H. St. John,,Graminoid
DIACF,PALIF,Panicum lindheimeri Nash var. fasciculatum (Torr.) Fernald,,Graminoid
DIACF,PALAH,Panicum lanuginosum Elliott var. huachucae (Ashe) Hitchc.,,Graminoid
DIACF,PAACI,Panicum acuminatum Sw. var. implicatum (Scribn.) C.F. Reed,,Graminoid
DIACF,PACU3,Panicum curtifolium Nash,,Graminoid
DIACF,PASU6,Panicum subvillosum Ashe,,Graminoid
DIACF,PALAI,Panicum lanuginosum Elliott var. implicatum (Scribn.) Fernald,,Graminoid
DIACF,PAGL10,Panicum glutinoscabrum Fernald,,Graminoid
DIACF,PAHU4,Panicum huachucae Ashe,,Graminoid
DIACF,PAIM3,Panicum implicatum Scribn.,,Graminoid
DIACF,PATE15,Panicum tennesseense Ashe,,Graminoid
DIACF,PALA17,Panicum lassenianum Schmoll,,Graminoid
DIACF,PALA29,Panicum languidum Hitchc.,,Graminoid
DIACF,PALA18,"Panicum lanuginosum Elliott, non Bosc ex Spreng.",,Graminoid
DIACF,PALAF2,Panicum lanuginosum Elliott var. fasciculatum (Torr.) Fernald,,Graminoid
DIACF,PAPA,Panicum pacificum Hitchc. & Chase,,Graminoid
DIACF,PALAT,Panicum lanuginosum Elliott var. tennesseense (Ashe) Gleason,,Graminoid
DIACF,PAOC,Panicum occidentale Scribn.,,Graminoid
DIACL,PAACL,Panicum acuminatum Sw. var. lindheimeri (Nash) Lelong,,Graminoid
DIACL,DILI5,Dichanthelium lindheimeri (Nash) Gould,,Graminoid
DIACL,PALI11,Panicum lindheimeri Nash,,Graminoid
DIACL,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. lindheimeri (Nash) Gould & C.A. Clark,Lindheimer panicgrass,Graminoid
DIACL,PALAL2,Panicum lanuginosum Elliott var. lindheimeri (Nash) Fernald,,Graminoid
DIACL,DILAL2,Dichanthelium lanuginosum (Elliott) Gould var. lindheimeri (Nash) Fernald,,Graminoid
DIACL,PALAS,Panicum lanuginosum Elliott var. septentrionale (Fernald) Fernald,,Graminoid
DIACS,PAFE2,Panicum ferventicola Schmoll,,Graminoid
DIACS,PAFEP,Panicum ferventicola Schmoll var. papillosum,,Graminoid
DIACS,PAFES,Panicum ferventicola Schmoll var. sericeum,,Graminoid
DIACS,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. sericeum (Schmoll) Freckmann,Pacific panicgrass,Graminoid
DIACT2,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. thermale (Bol.) Freckmann,Geysers panicgrass,Graminoid
DIACT2,PATH,Panicum thermale Bol.,,Graminoid
DIACT2,DILAT,Dichanthelium lanuginosum (Elliott) Gould var. thermale (Bol.) Spellenb.,,Graminoid
DIACT,,Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. thurowii (Scribn. & J.G. Sm.) Gould & C.A. Clark,Thurow's panicgrass,Graminoid
DIACT,PAACT,Panicum acuminatum Sw. var. thurowii (Scribn. & J.G. Sm.) C.F. Reed,,Graminoid
DIACT,PATH4,Panicum thurowii Scribn. & J.G. Sm.,,Graminoid
DIBO,,Dichanthelium boreale (Nash) Freckmann,northern panicgrass,Graminoid
DIBO,PABIB,Panicum bicknellii Nash var. bushii (Nash) Farw.,,Graminoid
DIBO,PABO8,Panicum boreale Nash,,Graminoid
DIBO,PABU2,Panicum bushii Nash,,Graminoid
DIBO,PABI7,Panicum bicknellii Nash,,Graminoid
DIBO,PABOM,Panicum boreale Nash var. michiganense Farw.,,Graminoid
DIBO,PACA19,Panicum calliphyllum Ashe,,Graminoid
DIBO2,PABO5,Panicum boscii Poir.,,Graminoid
DIBO2,DIBOM,Dichanthelium boscii (Poir.) Gould & C.A. Clark var. molle (Vasey) Mohlenbr.,,Graminoid
DIBO2,PABOM2,Panicum boscii Poir. var. molle (Vasey) Hitchc. & Chase,,Graminoid
DIBO2,,Dichanthelium boscii (Poir.) Gould & C.A. Clark,Bosc's panicgrass,Graminoid
DICL,,Dichanthelium clandestinum (L.) Gould,deertongue,Graminoid
DICL,PACL5,Panicum clandestinum L.,,Graminoid
DICO2,DICOA2,Dichanthelium commutatum (Schult.) Gould var. ashei (Pearson ex Ashe) Mohlenbr.,,Graminoid
DICO2,DIJO,Dichanthelium joorii (Vasey) Mohlenbr.,,Graminoid
DICO2,,Dichanthelium commutatum (Schult.) Gould,variable panicgrass,Graminoid
DICO2,PACOA,Panicum commutatum Schult. var. ashei (Pearson ex Ashe) Fernald,,Graminoid
DICO2,PACO21,Panicum commutatum Schult.,,Graminoid
DICO2,PACOJ,Panicum commutatum Schult. var. joorii (Vasey) Fernald,,Graminoid
DICO2,PAAS3,Panicum ashei Pearson ex Ashe,,Graminoid
DICO2,PAMU10,Panicum mutabile Scribn. & J.G. Sm.,,Graminoid
DICO2,PAEQ2,Panicum equilaterale Scribn.,,Graminoid
DICO2,PAJO3,Panicum joorii Vasey,,Graminoid
DICO4,PACO31,Panicum consanguineum Kunth,,Graminoid
DICO4,,Dichanthelium consanguineum (Kunth) Gould & C.A. Clark,blood panicgrass,Graminoid
DICO4,PAGE6,Panicum georgianum Ashe,,Graminoid
DICO4,PADE10,Panicum deamii Hitchc. & Chase,,Graminoid
DICO4,PAACC2,Panicum acuminatum Sw. var. consanguineum (Kunth) Wipff & S.D. Jones,,Graminoid
DICY,PAFO4,Panicum forbesii Hitchc.,,Graminoid
DICY,DIFO2,Dichanthelium forbesii (Hitchc.) C.A. Clark & Gould,,Graminoid
DICY,PAAL12,Panicum alakaiense Skottsb.,,Graminoid
DICY,,Dichanthelium cynodon (Reichardt) C.A. Clark & Gould,tussock panicgrass,Graminoid
DICY,PAIM4,Panicum imbricatum Hillebr.,,Graminoid
DICY,PAIMM,Panicum imbricatum Hillebr. var. molokaiense Skottsb.,,Graminoid
DICY,PACY3,Panicum cynodon Reichardt,,Graminoid
DICY,PALA22,Panicum lamiatile H. St. John,,Graminoid
